company_name,company_industry,employee_count_range,city,platform
Stratas Foods,Food and Beverage Services,501-1000,Bartlett,smartrecruiter
Trupanion,Insurance,1001-5000,Seattle,smartrecruiter
INX International Ink Co.,Chemical Manufacturing,1001-5000,Schaumburg,smartrecruiter
Precoat Metals,Mining,1001-5000,St Louis,smartrecruiter
Cirrus Asset Management,Real Estate,"5001-10,000",Los Angeles,smartrecruiter
Goodwill of Southwestern Pennsylvania,Retail,201-500,Pittsburgh,smartrecruiter
"BlueScope Buildings North America, Inc.",Wholesale Building Materials,501-1000,Kansas City,smartrecruiter
Hush,Data Security Software Products,201-500,Detroit,smartrecruiter
Next Health,Hospitals and Health Care,51-200,Los Angeles,smartrecruiter
Prometteur Solutions Pvt. Ltd.,IT Services and IT Consulting,51-200,New York,smartrecruiter
Travoom,Travel Arrangements,11-50,Santa Monica,smartrecruiter
FIJI Water,Beverage Manufacturing,501-1000,Los Angeles,smartrecruiter
Microchip,Semiconductor Manufacturing,201-500,,smartrecruiter
Allegis Global Solutions,Staffing and Recruiting,"10,000+",Hanover,smartrecruiter
Silicon Valley Bank,Banking,"5001-10,000",Santa Clara,smartrecruiter
"MAT Holdings, Inc",Motor Vehicle Manufacturing,"5001-10,000",Long Grove,smartrecruiter
Daxko,Software Development,501-1000,Birmingham,smartrecruiter
STCU,Financial Services,501-1000,Liberty Lake,smartrecruiter
Instron,Industrial Machinery Manufacturing,1001-5000,Norwood,smartrecruiter
Ajna Infotech,IT Services and IT Consulting,51-200,Overland Park,smartrecruiter
The Vertex Companies LLC,Engineering Services,501-1000,Weymouth,smartrecruiter
Balsam Brands,Retail,201-500,Redwood City,smartrecruiter
Cystems Logic Inc,Computer Hardware Manufacturing,51-200,Beverly Hills,smartrecruiter
WNS,Business Consulting and Services,"10,000+",New York,smartrecruiter
LCI,Manufacturing,501-1000,Durham,smartrecruiter
Iodine Software,Software Development,201-500,,smartrecruiter
Augsburg University,Education,1001-5000,Minneapolis,smartrecruiter
Encore Boston Harbor,Hospitality,1001-5000,Everett,smartrecruiter
ITW Food Equipment Group,"Appliances, Electrical, and Electronics Manufacturing","5001-10,000",Troy,smartrecruiter
"Logic20/20, Inc.",Business Consulting and Services,201-500,Seattle,smartrecruiter
Peacock,Entertainment Providers,1001-5000,New York,smartrecruiter
Statewide Safety Systems,Construction,1001-5000,North Canton,smartrecruiter
Current,Financial Services,201-500,New York,smartrecruiter
Dentsu Creative,Advertising Services,"5001-10,000",New York,smartrecruiter
BonChon Chicken,Restaurants,501-1000,Dallas,smartrecruiter
Electric Hydrogen,Renewable Energy Equipment Manufacturing,201-500,Natick,smartrecruiter
Kittitas Valley Healthcare,Hospitals and Health Care,501-1000,Ellensburg,smartrecruiter
EBG,"Technology, Information and Internet",201-500,Aventura,smartrecruiter
Douglas J Aveda Institutes & Salons,Consumer Services,201-500,East Lansing,smartrecruiter
Interco,Renewable Energy Semiconductor Manufacturing,11-50,St Louis,smartrecruiter
SpectraMedix,Software Development,51-200,East Windsor,smartrecruiter
Saatchi & Saatchi Wellness,Advertising Services,201-500,New York,smartrecruiter
ISN Corporation,IT Services and IT Consulting,201-500,Bethesda,smartrecruiter
Ingram Barge Company,Truck Transportation,1001-5000,Nashville,smartrecruiter
InfoBeans,Software Development,501-1000,Danville,smartrecruiter
Prologue,Staffing and Recruiting,11-50,United States,smartrecruiter
"Treace Medical Concepts, Inc.",Medical Equipment Manufacturing,201-500,Ponte Vedra,smartrecruiter
KIPP NYC,Education Administration Programs,501-1000,New York,smartrecruiter
Celeste,Business Consulting and Services,11-50,New York,smartrecruiter
KIPP Indy Public Schools,Education Administration Programs,501-1000,Indianapolis,smartrecruiter
KIPP Foundation,Education Administration Programs,501-1000,San Francisco,smartrecruiter
ICON,Construction,"5001-10,000",Austin,smartrecruiter
MIRATECH,Environmental Services,501-1000,Tulsa,smartrecruiter
Conga,Software Development,1001-5000,Broomfield,smartrecruiter
Revalize,Software Development,501-1000,Jacksonville,smartrecruiter
The Wonderful Company,Food and Beverage Manufacturing,"5001-10,000",Los Angeles,smartrecruiter
California ISO,Utilities,501-1000,Folsom,smartrecruiter
Deciphera Pharmaceuticals,Pharmaceutical Manufacturing,201-500,Waltham,smartrecruiter
Apex Clean Energy,Renewable Energy Power Generation,501-1000,Charlottesville,smartrecruiter
Wellmark Blue Cross and Blue Shield,Insurance,1001-5000,Des Moines,smartrecruiter
T5 Data Centers,IT Services and IT Consulting,201-500,Atlanta,smartrecruiter
Lingraphica,Medical Equipment Manufacturing,51-200,Princeton,smartrecruiter
Outpost,Manufacturing,11-50,Daytona Beach,smartrecruiter
Motus Marketing,Marketing Services,11-50,Albuquerque,smartrecruiter
Car-X Tire & Auto,Motor Vehicle Manufacturing,"5001-10,000",Schaumburg,smartrecruiter
Discovery Behavioral Health,Mental Health Care,1001-5000,Irvine,smartrecruiter
NBCUniversal Telemundo Enterprises,Broadcast Media Production and Distribution,1001-5000,Miami,smartrecruiter
"The Ward Law Group, PL",Law Practice,51-200,Miami Lakes,smartrecruiter
"Summit Funding, Inc.",Financial Services,501-1000,Sacramento,smartrecruiter
Unleash,Software Development,,New York,smartrecruiter
KIPP New Jersey,Primary and Secondary Education,1001-5000,Newark,smartrecruiter
WireCo,Industrial Machinery Manufacturing,,Prairie Village,smartrecruiter
Christ's Church of the Valley,Religious Institutions,201-500,Peoria,smartrecruiter
Fandango,"Technology, Information and Internet",201-500,Universal City,smartrecruiter
P&S Transportation,"Transportation, Logistics, Supply Chain and Storage",1001-5000,Birmingham,smartrecruiter
MarketAxess,Financial Services,501-1000,New York,smartrecruiter
ATPCO,Airlines and Aviation,501-1000,Herndon,smartrecruiter
Derex Technologies inc,IT Services and IT Consulting,11-50,Harrison,smartrecruiter
Lumina,"Technology, Information and Internet",11-50,New York,smartrecruiter
Publicis Health Media,Advertising Services,501-1000,Philadelphia,smartrecruiter
Fresh,Personal Care Product Manufacturing,1001-5000,New York,smartrecruiter
Startek,Outsourcing and Offshoring Consulting,"10,000+",Denver,smartrecruiter
J&L Marketing,Public Relations and Communications Services,51-200,Louisville,smartrecruiter
Accessible Space,Construction,501-1000,Saint Paul,smartrecruiter
Fortis Construction,Construction,501-1000,Portland,smartrecruiter
Digitas North America,Advertising Services,1001-5000,Boston,smartrecruiter
Prime Robotics,Automation Machinery Manufacturing,11-50,Golden,smartrecruiter
TED Conferences,Non-profit Organizations,"10,000+",New York,smartrecruiter
KIPP Kansas City,Primary and Secondary Education,11-50,Kansas City,smartrecruiter
New York Psychotherapy and Counseling Center,Hospitals and Health Care,501-1000,New York,smartrecruiter
NPDL,"Transportation, Logistics, Supply Chain and Storage",11-50,Newark,smartrecruiter
ITG,Financial Services,501-1000,New York,smartrecruiter
Sirtex Medical,Pharmaceutical Manufacturing,201-500,Woburn,smartrecruiter
Nashville Soccer Club,Spectator Sports,201-500,Nashville,smartrecruiter
KIPP Jacksonville Public Schools,Education,51-200,Jacksonville,smartrecruiter
Anchor Glass,Food and Beverage Manufacturing,1001-5000,Tampa,smartrecruiter
Champions School of Real Estate,Real Estate,51-200,Spring,smartrecruiter
KSI Auto Parts,Motor Vehicle Manufacturing,501-1000,South Plainfield,smartrecruiter
POM Wonderful,Food and Beverage Manufacturing,201-500,Los Angeles,smartrecruiter
NATIVE HEALTH,Hospitals and Health Care,51-200,Phoenix,smartrecruiter
America Chung Nam,Paper and Forest Product Manufacturing,51-200,City of Industry,smartrecruiter
"Truck Centers, Inc.","Transportation, Logistics, Supply Chain and Storage",501-1000,Troy,smartrecruiter
LGC Clinical Diagnostics,Biotechnology,201-500,Milford,smartrecruiter
Wilson,Human Resources Services,1001-5000,Tampa,smartrecruiter
"Wiser Solutions, Inc.",Software Development,501-1000,San Mateo,smartrecruiter
Community Care Center,Hospitals and Health Care,51-200,La Mesa,smartrecruiter
Federato,Insurance,51-200,San Francisco,smartrecruiter
ITW Medical,Medical Equipment Manufacturing,,,smartrecruiter
Compass Collegiate Academy,Education Administration Programs,11-50,Charleston,smartrecruiter
MyHR,Staffing and Recruiting,1-10,Los Angeles,smartrecruiter
KIPP Chicago,Education Administration Programs,,Chicago,smartrecruiter
Spark Foundry,Advertising Services,1001-5000,New York,smartrecruiter
"MindPoint Group, LLC",Computer and Network Security,51-200,McLean,smartrecruiter
Intelerad,Software Development,501-1000,Raleigh,smartrecruiter
PubMatic,"Technology, Information and Internet",1001-5000,Redwood City,smartrecruiter
Presence,Education Administration Programs,501-1000,New York,smartrecruiter
REST,Non-profit Organizations,501-1000,Seattle,smartrecruiter
Harsco Rail,Railroad Equipment Manufacturing,1001-5000,Charlotte,smartrecruiter
Saatchi & Saatchi (We Are Saatchi),Advertising Services,201-500,El Segundo,smartrecruiter
Forbes Media,Broadcast Media Production and Distribution,51-200,Vista,smartrecruiter
SquareTrade,Consumer Services,501-1000,Brisbane,smartrecruiter
Telvista,Outsourcing and Offshoring Consulting,"5001-10,000",Dallas,smartrecruiter
Miller's Health Systems,Hospitals and Health Care,1001-5000,Warsaw,smartrecruiter
accesso,IT Services and IT Consulting,501-1000,Lake Mary,smartrecruiter
Razorfish Health,Advertising Services,201-500,Philadelphia,smartrecruiter
McFadyen Digital,IT Services and IT Consulting,201-500,Vienna,smartrecruiter
Total Spectrum,Hospitals and Health Care,501-1000,Elmhurst,smartrecruiter
Cycle Gear,Retail,1001-5000,Benicia,smartrecruiter
KIPP Nashville Public Schools,Education,201-500,Nashville,smartrecruiter
SO/,Entertainment Providers,"5001-10,000",Culver City,smartrecruiter
Volumetric Building Companies,Construction,51-200,Philadelphia,smartrecruiter
MAXISIQ,IT Services and IT Consulting,51-200,Round Rock,smartrecruiter
Authenticx,Software Development,51-200,Indianapolis,smartrecruiter
M3 USA,"Technology, Information and Internet",201-500,Fort Washington,smartrecruiter
Publicis Health,Advertising Services,1001-5000,New York,smartrecruiter
Teleflora,Manufacturing,501-1000,Los Angeles,smartrecruiter
ForTec Medical,Medical Equipment Manufacturing,501-1000,Hudson,smartrecruiter
Crunch,Software Development,51-200,New York,smartrecruiter
Suterra,Farming,51-200,Bend,smartrecruiter
Wonderful College Prep Academy,Primary and Secondary Education,201-500,Delano,smartrecruiter
CloudMoyo,IT Services and IT Consulting,501-1000,Bellevue,smartrecruiter
Reverb,Musicians,201-500,Chicago,smartrecruiter
Cook's Pest Control,Consumer Services,1001-5000,Decatur,smartrecruiter
Indiana University Foundation,Fundraising,"10,000+",Bloomington,smartrecruiter
Lumotive,Semiconductor Manufacturing,51-200,Redmond,smartrecruiter
ISN,IT Services and IT Consulting,1001-5000,Dallas,smartrecruiter
Berman Auto Group,Motor Vehicle Manufacturing,201-500,Niles,smartrecruiter
First Financial Federal Credit Union,Financial Services,11-50,Freehold Township,smartrecruiter
Correct Craft,Entertainment Providers,201-500,Orlando,smartrecruiter
Hedrick Gardner Kincheloe & Garofalo LLP,Legal Services,51-200,Charlotte,smartrecruiter
Wrist,Maritime Transportation,501-1000,Corpus Christi,smartrecruiter
Diablo/Freud Tools,Wholesale Building Materials,201-500,High Point,smartrecruiter
Shift Energy,,1-10,Biddeford,smartrecruiter
FOODMatch,Food and Beverage Services,51-200,New York,smartrecruiter
Cedar Park Animal Clinic,Research Services,1-10,Cedar Park,smartrecruiter
Leo Burnett,Advertising Services,"5001-10,000",Chicago,smartrecruiter
"Goodwill Industries of Kanawha Valley, Inc.",Civic and Social Organizations,51-200,Charleston,smartrecruiter
Solidigm,Computer Hardware Manufacturing,1001-5000,Rancho Cordova,smartrecruiter
ETE REMAN,Motor Vehicle Manufacturing,501-1000,Milwaukee,smartrecruiter
North40 Outfitters,Retail,501-1000,Great Falls,smartrecruiter
Resultant,Business Consulting and Services,201-500,Indianapolis,smartrecruiter
International SOS Government Medical Services,Medical Practices,,Houston,smartrecruiter
Trove Brands,Manufacturing,201-500,Lehi,smartrecruiter
